title,ext,status_v2,wave,lane,cited,reason,matched_domain,md5,path
"Ron Chernow - Titan_ The Life of John D. Rockefeller, Sr. (2004, Vintage) - libgen.li.mobi",.mobi,DOCTRINE_EXTRACTION_SCHEDULED,002-D,business,yes,Cited by active doctrine; load-bearing (capital); text-cert queued Wave 002-B.,capital,0c80d04d7cdd9f025fc3970f1b469d38,"/Users/sniper/Downloads/    SNIPED_OS/Ron Chernow - Titan_ The Life of John D. Rockefeller, Sr. (2004, Vintage) - libgen.li.mobi"
"Schroeder, Alice - The Snowball_ Warren Buffett and the Business of Life (2008, Bantam) - ",.pdf,DOCTRINE_EXTRACTION_SCHEDULED,002-D,business,yes,Cited by active doctrine; load-bearing (operator-doctrine); text-cert queued Wave 002-B.,operator-doctrine,8e87320bbe3c55ea7be309ab0ac37f97,"/Users/sniper/Downloads/    SNIPED_OS/Schroeder, Alice - The Snowball_ Warren Buffett and the Business of Life (2008, Bantam) - libgen.li.pdf"
"Thucydides, Robert B. Strassler, Richard Crawley, Victor Davis H - The Landmark Thucydides",.epub,REFERENCE_ACTIVE_WHEN_RELEVANT,reference,business,yes,"TERMINAL reference. Primary-source history, callable per domain when relevant. Not awaiting a packet, not a blocker.",strategy,47b95511268afad69f224f626f8e44b3,"/Users/sniper/Downloads/    SNIPED_OS/Thucydides, Robert B. Strassler, Richard Crawley, Victor Davis H - The Landmark Thucydides_ A Comprehensive Guide to the Peloponnesian War (1998, Free Press) - libgen.li.epub"
"[Classics] Arrian - The Campaigns of Alexander (2003, Penguin Books Ltd) - libgen.li.azw3",.azw3,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active strategy doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,strategy,82991d0911649dc22ecc6ac33c7a9a3c,"/Users/sniper/Downloads/    SNIPED_OS/[Classics] Arrian - The Campaigns of Alexander (2003, Penguin Books Ltd) - libgen.li.azw3"
"Donald W. Engels - Alexander the Great and the Logistics of the Macedonian Army (2020, Uni",.pdf,DOCTRINE_EXTRACTION_SCHEDULED,002-F,operations,no,Informs active operator-process doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,operator-process,08baa3ccd9fbf63e8310b1da2460609a,"/Users/sniper/Downloads/    SNIPED_OS/Donald W. Engels - Alexander the Great and the Logistics of the Macedonian Army (2020, University of California Press) [10.1525_9780520352162] - libgen.li.pdf"
"Leigh Gallagher - The Airbnb Story_ How Three Ordinary Guys Disrupted an Industry, Made Bi",.epub,DOCTRINE_EXTRACTION_SCHEDULED,002-F,operations,yes,Cited by active doctrine; load-bearing (systems-thinking); text-cert queued Wave 002-B.,systems-thinking,c136f43fe288809095ea76abaa5c8755,"/Users/sniper/Downloads/    SNIPED_OS/Leigh Gallagher - The Airbnb Story_ How Three Ordinary Guys Disrupted an Industry, Made Billions . . . and Created Plenty of Controversy (2017, Houghton Mifflin Harcourt) - libgen.li.epub"
Emperor of the French Napoleon I_ Frankreich Kaiser Napoléon I._ - Napoleon _ a life (201,.epub,ACTIVE_DOCTRINE_BOUND,002-C,power,yes,Cited by active doctrine; load-bearing (leadership); text-cert queued Wave 002-B.,leadership,273e51c4339558bbe2a2f003e5748775,"/Users/sniper/Downloads/    SNIPED_OS/Emperor of the French Napoleon I_ Frankreich Kaiser Napoléon I._ - Napoleon _ a life (2014, Penguin Group_Viking) - libgen.li.epub"
Ron Chernow - Washington_ A Life - libgen.li.pdf,.pdf,ACTIVE_DOCTRINE_BOUND,002-C,power,no,"Indexed (power) but not cited by any active doctrine; reference-only, delta-read only when a task depends on it.",power,d2e142e8c25d4f6c5317553d060ee0bd,/Users/sniper/Downloads/    SNIPED_OS/Ron Chernow - Washington_ A Life - libgen.li.pdf
"[Alexander the Great 1 ] Freeman, Philip - Alexander the Great (2016) - libgen.li.epub",.epub,ACTIVE_DOCTRINE_BOUND,002-C,power,yes,Cited by active doctrine; load-bearing (leadership); text-cert queued Wave 002-B.,leadership,be81f3e9e9c32d2ca401b05429cd682c,"/Users/sniper/Downloads/    SNIPED_OS/[Alexander the Great 1 ] Freeman, Philip - Alexander the Great (2016) - libgen.li.epub"
"Walter Isaacson - Elon Musk (2023, Simon & Schuster) - libgen.li.epub",.epub,ACTIVE_DOCTRINE_BOUND,002-C,psychology,yes,Cited by active doctrine; load-bearing (founder-psychology); text-cert queued Wave 002-B.,founder-psychology,9e89d9f313598c5d9f2e537212aac74e,"/Users/sniper/Downloads/    SNIPED_OS/Walter Isaacson - Elon Musk (2023, Simon & Schuster) - libgen.li.epub"
 Walter Isaacson - Steve Jobs Walter Isaacson (2011) - libgen.li.epub,.epub,DOCTRINE_EXTRACTION_SCHEDULED,002-E,taste_culture,yes,Cited by active doctrine; load-bearing (taste); text-cert queued Wave 002-B.,taste,291ca1d2b18537a227d576e8bb78f2f2,/Users/sniper/Downloads/    SNIPED_OS/ Walter Isaacson - Steve Jobs Walter Isaacson (2011) - libgen.li.epub
Bailey Richardson_ Kai Elmer Sotto_ Kevin Huynh - Get Together_ How to build a community w,.mobi,DOCTRINE_EXTRACTION_SCHEDULED,002-F,ai_automation,no,"Not found in OS_BOOK_SOURCE_INDEX and uncited by active doctrine; long-tail reference-only, delta-read on demand.",,cb0f98907002470e7114c147bed4c3d5,"/Users/sniper/Downloads/    SNIPED_OS/Bailey Richardson_ Kai Elmer Sotto_ Kevin Huynh - Get Together_ How to build a community with your people (2019, Stripe Press) - libgen.li.mobi"
"Ethan Mollick - Co-Intelligence_ Living and Working With AI (2024, Penguin Publishing Grou",.epub,DOCTRINE_EXTRACTION_SCHEDULED,002-F,ai_automation,no,Informs active ai-tooling doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,ai-tooling,2e45c1ebea66c1911c7d9d472c9cbf89,"/Users/sniper/Downloads/    SNIPED_OS/Ethan Mollick - Co-Intelligence_ Living and Working With AI (2024, Penguin Publishing Group) - libgen.li.epub"
Prompt Template - Combining Techniques-2.pdf,.pdf,EXCEPTION,-,ai_automation,no,Missing source: file not on disk. Cannot read; excepted with reason.,prompt-engineering,0f54f2355f11038aa75879c81488f34a,/Users/sniper/Downloads/    SNIPED_OS/Prompt Template - Combining Techniques-2.pdf
Prompt Template - In Context-2.pdf,.pdf,EXCEPTION,-,ai_automation,no,Missing source: file not on disk. Cannot read; excepted with reason.,prompt-engineering,e3d42d1ba87cc3eec55f7eb087b3fadb,/Users/sniper/Downloads/    SNIPED_OS/Prompt Template - In Context-2.pdf
Prompt Template - Problem Decomposition.pdf,.pdf,EXCEPTION,-,ai_automation,no,Missing source: file not on disk. Cannot read; excepted with reason.,prompt-engineering,f6a5b498e255059a9ba52078e9e3e3b1,/Users/sniper/Downloads/    SNIPED_OS/Prompt Template - Problem Decomposition.pdf
Prompt Template - Self Criticism (Advanced)-2.pdf,.pdf,EXCEPTION,-,ai_automation,no,Missing source: file not on disk. Cannot read; excepted with reason.,prompt-engineering,d62b67512e28277f422d9080def5ca13,/Users/sniper/Downloads/    SNIPED_OS/Prompt Template - Self Criticism (Advanced)-2.pdf
Prompt Template - Self Criticism (Basic)-3.pdf,.pdf,EXCEPTION,-,ai_automation,no,Missing source: file not on disk. Cannot read; excepted with reason.,prompt-engineering,542f744a0f8f8b72d6ec5adc956da63c,/Users/sniper/Downloads/    SNIPED_OS/Prompt Template - Self Criticism (Basic)-3.pdf
Prompt Template - Thought Generation-2.pdf,.pdf,EXCEPTION,-,ai_automation,no,Missing source: file not on disk. Cannot read; excepted with reason.,prompt-engineering,1bfcc8c4d0c1c3e63b1c6ba9b5d9d72e,/Users/sniper/Downloads/    SNIPED_OS/Prompt Template - Thought Generation-2.pdf
 Adam Morgan - Eating the Big Fish_ How Challenger Brands Can Compete Against Brand Leader,.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active positioning doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,positioning,bde003138cd987573861c13e877d72e6,/Users/sniper/Downloads/    SNIPED_OS/ Adam Morgan - Eating the Big Fish_ How Challenger Brands Can Compete Against Brand Leaders (2009) - libgen.li.pdf
" Bach, Richard - Jonathan Livingston Seagull (2010, Avon Books) - libgen.li.epub",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active operator-doctrine doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,operator-doctrine,92977018814addd54415c204762c4393,"/Users/sniper/Downloads/    SNIPED_OS/ Bach, Richard - Jonathan Livingston Seagull (2010, Avon Books) - libgen.li.epub"
 Benjamin Graham - The Intelligent Investor_ The Definitive Book on Value Investing. A Boo,.pdf,DOCTRINE_EXTRACTION_SCHEDULED,002-D,business,no,002-D: source file is ch1-3 excerpt of 20-chapter book; adversarial-verify caught false coverage_complete; needs full-text source or EXCEPTION,finance,0c1591f7009dadac7a1bf696c53308c8,"/Users/sniper/Downloads/    SNIPED_OS/ Benjamin Graham - The Intelligent Investor_ The Definitive Book on Value Investing. A Book of Practical Counsel (2003, Collins Business) - libgen.li.pdf"
" Blake Snyder - Save The Cat! The Last Book on Screenwriting You'll Ever Need (2005, Micha",.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,002-D R1 resume: whole-read + 5-field doctrine + adversarial-verify PASS,brand,805db8ac8103e9c3a4665bc0b62891cb,"/Users/sniper/Downloads/    SNIPED_OS/ Blake Snyder - Save The Cat! The Last Book on Screenwriting You'll Ever Need (2005, Michael Wiese Productions) - libgen.li.pdf"
" Brad Stone - The Everything Store_ Jeff Bezos and the Age of Amazon (2013, Little, Brown ",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active strategy doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,strategy,587cf274189e03927340b6448315440d,"/Users/sniper/Downloads/    SNIPED_OS/ Brad Stone - The Everything Store_ Jeff Bezos and the Age of Amazon (2013, Little, Brown and Company) - libgen.li.epub"
" Catmull, Ed_Wallace, Amy - Creativity, Inc._ Overcoming the Unseen Forces That Stand in t",.azw3,DUPLICATE_OR_SUPERSEDED,-,business,no,Duplicate edition in business lane; canonical copy kept.,leadership,32037307662bed8bb679af82405686c4,"/Users/sniper/Downloads/    SNIPED_OS/ Catmull, Ed_Wallace, Amy - Creativity, Inc._ Overcoming the Unseen Forces That Stand in the Way of True Inspiration_ Overcoming the Unseen Forces That Sta (2014, Random House Publishing Group_RANDOM House INC) - libgen.li.azw3"
" Christensen, Clayton M. & Dillon, Karen & Hall, Taddy & Duncan, - Competing Against Luck_",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active strategy doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,strategy,7b8a62b2d7ebabc329c7167508c3efbb,"/Users/sniper/Downloads/    SNIPED_OS/ Christensen, Clayton M. & Dillon, Karen & Hall, Taddy & Duncan, - Competing Against Luck_ The Story of Innovation and Customer Choice (2016) - libgen.li.epub"
" Ed Catmull, Amy Wallace - Creativity, Inc._ Overcoming the Unseen Forces That Stand in th",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active leadership doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,leadership,09f47487574187d6d1e3d99d80d99a49,"/Users/sniper/Downloads/    SNIPED_OS/ Ed Catmull, Amy Wallace - Creativity, Inc._ Overcoming the Unseen Forces That Stand in the Way of True Inspiration (2014, Random House) - libgen.li.epub"
" Eliyahu, Goldratt - The goal_ a process of ongoing improvement (2004, North River Press) ",.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active operator-doctrine doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,operator-doctrine,c8341cadd0f1ebf22539544d51bf459a,"/Users/sniper/Downloads/    SNIPED_OS/ Eliyahu, Goldratt - The goal_ a process of ongoing improvement (2004, North River Press) - libgen.li.pdf"
 Harper Lee - To Kill a Mockingbird - libgen.li.mobi,.mobi,ACTIVE_DOCTRINE_BOUND,002-D,business,no,"Not found in OS_BOOK_SOURCE_INDEX and uncited by active doctrine; long-tail reference-only, delta-read on demand.",,27a7f2ffa1b2c317172764469a69c178,/Users/sniper/Downloads/    SNIPED_OS/ Harper Lee - To Kill a Mockingbird - libgen.li.mobi
" Jack Trout, Steve Rivkin - Differentiate or Die_ Survival in Our Era of Killer Competitio",.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,002-D R1 resume: whole-read + 5-field doctrine + adversarial-verify PASS,positioning,840ef00534c3e96c7d60f6b1978060f8,"/Users/sniper/Downloads/    SNIPED_OS/ Jack Trout, Steve Rivkin - Differentiate or Die_ Survival in Our Era of Killer Competition (2008) - libgen.li.pdf"
" Jack Weatherford - Genghis Khan and the Making of the Modern World (2005, Broadway) - lib",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,"Indexed (empire-building) but not cited by any active doctrine; reference-only, delta-read only when a task depends on it.",empire-building,3780fb992cb151b6e83872621be250bd,"/Users/sniper/Downloads/    SNIPED_OS/ Jack Weatherford - Genghis Khan and the Making of the Modern World (2005, Broadway) - libgen.li.epub"
" John Seabrook - The Song Machine_ Inside the Hit Factory (2015, W. W. Norton & Company) -",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,"Indexed (distribution) but not cited by any active doctrine; reference-only, delta-read only when a task depends on it.",distribution,6ead8cfb73ca31c1ef54ba742c4c68d6,"/Users/sniper/Downloads/    SNIPED_OS/ John Seabrook - The Song Machine_ Inside the Hit Factory (2015, W. W. Norton & Company) - libgen.li.epub"
" John Truby - The Anatomy of Story_ 22 Steps to Becoming a Master Storyteller (2008, Faber",.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active operator-doctrine doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,operator-doctrine,fb3776b8ab6fc0055c987b6ac5b404e7,"/Users/sniper/Downloads/    SNIPED_OS/ John Truby - The Anatomy of Story_ 22 Steps to Becoming a Master Storyteller (2008, Faber & Faber) - libgen.li.pdf"
" Michael Jackson - Moonwalk (2009, Crown Archetype) - libgen.li.epub",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active operator-doctrine doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,operator-doctrine,fd8aa81cfce7849881dc2abf24fa7422,"/Users/sniper/Downloads/    SNIPED_OS/ Michael Jackson - Moonwalk (2009, Crown Archetype) - libgen.li.epub"
" Peter Thiel, Blake Masters - Zero to One_ Notes on Startups, or How to Build the Future (",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active strategy doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,strategy,40e07522f74b0d8dfde58945d941ab5c,"/Users/sniper/Downloads/    SNIPED_OS/ Peter Thiel, Blake Masters - Zero to One_ Notes on Startups, or How to Build the Future (2014, Crown Business) - libgen.li.epub"
" Richard Rumelt - Good Strategy_Bad Strategy_ The difference and why it matters (2021, Pro",.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active strategy doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,strategy,af0919a10e317b4f457b70bdb355f55e,"/Users/sniper/Downloads/    SNIPED_OS/ Richard Rumelt - Good Strategy_Bad Strategy_ The difference and why it matters (2021, Profile Books) - libgen.li.pdf"
 Robert Iger_ Joel Lovell - The Ride of a Lifetime_ Lessons Learned from 15 Years as CEO o,.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active leadership doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,leadership,e3127cab613ba5008a7f26faaa6f58e6,"/Users/sniper/Downloads/    SNIPED_OS/ Robert Iger_ Joel Lovell - The Ride of a Lifetime_ Lessons Learned from 15 Years as CEO of the Walt Disney Company (2019, Random House) - libgen.li.epub"
" Scott Kupor - Secrets of Sand Hill Road_ Venture Capital and How to Get It (2019, Portfol",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,"Not found in OS_BOOK_SOURCE_INDEX and uncited by active doctrine; long-tail reference-only, delta-read on demand.",,fa41990e543890b3db85541101ae9c80,"/Users/sniper/Downloads/    SNIPED_OS/ Scott Kupor - Secrets of Sand Hill Road_ Venture Capital and How to Get It (2019, Portfolio) - libgen.li.epub"
1000-true-fans-kevin-kellydocx_compress.pdf,.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,002-D R1 resume: whole-read + 5-field doctrine + adversarial-verify PASS,,eb7a5de46389886aeacb8bc70c9f8227,/Users/sniper/Downloads/    SNIPED_OS/1000-true-fans-kevin-kellydocx_compress.pdf
"Aaron Ross, Marylou Tyler - Predictable Revenue_ Turn Your Business Into A Sales Machine W",.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,002-D R1 resume: whole-read + 5-field doctrine + adversarial-verify PASS,brand,0ce4d6925d2575174fe7184aaeda5e7b,"/Users/sniper/Downloads/    SNIPED_OS/Aaron Ross, Marylou Tyler - Predictable Revenue_ Turn Your Business Into A Sales Machine With The 100 Million Best Practices Of Salesforce.com (2011, PebbleStorm Press) - libgen.li.pdf"
"Ajay Agrawal, Joshua Gans, Avi Goldfarb - Power and Prediction_ The Disruptive Economics o",.epub,DOCTRINE_EXTRACTION_SCHEDULED,002-D,business,no,Informs active strategy doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,strategy,b34fd64bc7a8d73b2f60c87c4d769252,"/Users/sniper/Downloads/    SNIPED_OS/Ajay Agrawal, Joshua Gans, Avi Goldfarb - Power and Prediction_ The Disruptive Economics of Artificial Intelligence (2022, Harvard Business Review Press) - libgen.li.epub"
"Ajay Agrawal, Joshua Gans, Avi Goldfarb - Prediction Machines_ The Simple Economics of Art",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,002-D R1 resume: whole-read + 5-field doctrine + adversarial-verify PASS,strategy,15b312da3721ee8bca2ba02e56b355ec,"/Users/sniper/Downloads/    SNIPED_OS/Ajay Agrawal, Joshua Gans, Avi Goldfarb - Prediction Machines_ The Simple Economics of Artificial Intelligence (2018, Harvard Business Review Press) - libgen.li.epub"
"Akio Morita, Edwin M. Reingold, Mitsuko Shimomura - Made in Japan_ Akio Morita and Sony (1",.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active strategy doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,strategy,fd9e93e19eedc1a5cc86b6f709b25437,"/Users/sniper/Downloads/    SNIPED_OS/Akio Morita, Edwin M. Reingold, Mitsuko Shimomura - Made in Japan_ Akio Morita and Sony (1986, E. P. Dutton) - libgen.li.pdf"
Alan Weiss - Value-Based Fees_ How to Charge - and Get - What You're Worth (Ultimate Consu,.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active commercial-architecture doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,commercial-architecture,ebdf917c68c2eadd19a82b765e516d02,"/Users/sniper/Downloads/    SNIPED_OS/Alan Weiss - Value-Based Fees_ How to Charge - and Get - What You're Worth (Ultimate Consultant (Pfeiffer)) (2008, Pfeiffer) - libgen.li.pdf"
"Alan Weiss, Alan Weiss - Million Dollar Consulting_ The Professional's Guide to Growing a ",.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active operator-doctrine doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,operator-doctrine,1997deb6efda4ed22490ee1db01a86a4,"/Users/sniper/Downloads/    SNIPED_OS/Alan Weiss, Alan Weiss - Million Dollar Consulting_ The Professional's Guide to Growing a Practice (2002, McGraw-Hill) - libgen.li.pdf"
"Alina Wheeler, Rob Meyerson - Designing Brand Identity_ A Comprehensive Guide to the World",.pdf,EXCEPTION,-,business,no,Missing source: file not on disk. Cannot read; excepted with reason.,commercial-architecture,0ef394ae302b996c5ebc745112ff5951,"/Users/sniper/Downloads/    SNIPED_OS/Alina Wheeler, Rob Meyerson - Designing Brand Identity_ A Comprehensive Guide to the World of Brands and Branding (2024, Wiley) - libgen.li.pdf"
"Amp It Up{Frank Slootman}(2022, Wiley){112881352} libgen.li.pdf",.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active operator-doctrine doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,operator-doctrine,dce45f275d0d75b56094ffdea1979a32,"/Users/sniper/Downloads/    SNIPED_OS/Amp It Up{Frank Slootman}(2022, Wiley){112881352} libgen.li.pdf"
"Anders Ericsson, Robert Pool - Peak_ Secrets from the New Science of Expertise (2016, Eamo",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active operator-doctrine doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,operator-doctrine,93883c7e15ff05da499e76e17fe0d267,"/Users/sniper/Downloads/    SNIPED_OS/Anders Ericsson, Robert Pool - Peak_ Secrets from the New Science of Expertise (2016, Eamon Dolan_Houghton Mifflin Harcourt) - libgen.li.epub"
Ben Horowitz - The Hard Thing About Hard Things_ Building a Business When There Are No Eas,.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,Informs active leadership doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,leadership,77f9c848ec4403e988972c467fc17949,"/Users/sniper/Downloads/    SNIPED_OS/Ben Horowitz - The Hard Thing About Hard Things_ Building a Business When There Are No Easy Answers (2014, HarperBusiness) - libgen.li.epub"
"Bolt, Chandler - Published_ the proven path from blank page to published author (2016, Cha",.azw3,ACTIVE_DOCTRINE_BOUND,002-D,business,no,002-D R2 resume: whole-read + 5-field doctrine + adversarial-verify PASS,,e34dcb3462415d77a187bb1276be0c39,"/Users/sniper/Downloads/    SNIPED_OS/Bolt, Chandler - Published_ the proven path from blank page to published author (2016, Chandler Bolt) - libgen.li.azw3"
CP_575_G.pdf,.pdf,DUPLICATE_OR_SUPERSEDED,-,business,no,Duplicate edition in business lane; canonical copy kept.,,44c74f6c5d4d032b4806c8f1e5116929,/Users/sniper/Downloads/    SNIPED_OS/CP_575_G.pdf
"Chris Anderson - Free_ The Future of a Radical Price (Abridged) (2009, Random House Busine",.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,002-D R2 resume: whole-read + 5-field doctrine + adversarial-verify PASS,commercial-architecture,6eab515a5f3088d5cfaca9177eca196c,"/Users/sniper/Downloads/    SNIPED_OS/Chris Anderson - Free_ The Future of a Radical Price (Abridged) (2009, Random House Business Books) - libgen.li.pdf"
"Chris Anderson - Long Tail, The, Revised and Updated Edition_ Why the Future of Business i",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,002-D R2 resume: whole-read + 5-field doctrine + adversarial-verify PASS,distribution,b017d793556977897ddfcb2802ab014e,"/Users/sniper/Downloads/    SNIPED_OS/Chris Anderson - Long Tail, The, Revised and Updated Edition_ Why the Future of Business is Selling Less of More (2008, Hyperion) - libgen.li.epub"
Da'Nielle Green's Resume.pdf,.pdf,MISCLASSIFIED_PROJECT_ARTIFACT,-,business,no,Not a book: personal/ops document swept into corpus; reclassified out.,,6a13e4626a83ceb4d00126f7515100ac,/Users/sniper/Downloads/    SNIPED_OS/Da'Nielle Green's Resume.pdf
"Dalio, Ray - Principles_ Life and Work (2017, Simon & Schuster) - libgen.li.pdf",.pdf,ACTIVE_DOCTRINE_BOUND,002-D,business,no,"002-D R2 resume: whole-read + 5-field doctrine + adversarial-verify PASS. EDITION CORRECTED: file is the (c)2011 self-published edition (verified: '(c) 2011 Ray Dalio' line 120; Part1=Importance of Principles, Part2=Life Principles, Part3=Management Principles; no 2017 autobiography Part1). R2 verifier mislabeled it 2017; operator-flagged edition mismatch documented here, not silently normalized.",ethics,d39405e64a6a219d6b13f13cae6f9804,"/Users/sniper/Downloads/    SNIPED_OS/Dalio, Ray - Principles_ Life and Work (2017, Simon & Schuster) - libgen.li.pdf"
"David Carey, John E. Morris - King of Capital_ The Remarkable Rise, Fall, and Rise Again o",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,"Indexed (capital) but not cited by any active doctrine; reference-only, delta-read only when a task depends on it.",capital,d15169867237a44074cc3c408431d1fe,"/Users/sniper/Downloads/    SNIPED_OS/David Carey, John E. Morris - King of Capital_ The Remarkable Rise, Fall, and Rise Again of Steve Schwarzman and Blackstone (2010, Crown Business) - libgen.li.epub"
"David Rensin - The Mailroom -- Hollywood History from the Bottom Up (2003, Ballantine Book",.djvu,DOCTRINE_EXTRACTION_SCHEDULED,002-D,business,no,Informs active operator-doctrine doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,operator-doctrine,d3b30a71fb3d1c56d018f08e8d7c882c,"/Users/sniper/Downloads/    SNIPED_OS/David Rensin - The Mailroom -- Hollywood History from the Bottom Up (2003, Ballantine Books _ The Random House Publishing Group) - libgen.li.djvu"
David Spinks - The Business of Belonging_ How to Build Communities That Grow the Bottom Li,.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,002-D R2 resume: whole-read + 5-field doctrine + adversarial-verify PASS,operator-doctrine,979f6c461b688717969efa26bddd4bb2,"/Users/sniper/Downloads/    SNIPED_OS/David Spinks - The Business of Belonging_ How to Build Communities That Grow the Bottom Line (2021, Wiley) - libgen.li.epub"
"Derek Thompson - Hit Makers_ The Science of Popularity in an Age of Distraction (2017, Pen",.epub,ACTIVE_DOCTRINE_BOUND,002-D,business,no,"Not found in OS_BOOK_SOURCE_INDEX and uncited by active doctrine; long-tail reference-only, delta-read on demand.",,29a7347d955bdb80b8ec215f2f116197,"/Users/sniper/Downloads/    SNIPED_OS/Derek Thompson - Hit Makers_ The Science of Popularity in an Age of Distraction (2017, Penguin Press) - libgen.li.epub"
Eric Ries - The Lean Startup How Todays Entrepreneurs Use Continuous Innovation To Create ,.pdf,DOCTRINE_EXTRACTION_SCHEDULED,002-D,business,no,Informs active operator-doctrine doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,operator-doctrine,92a019dca81f725b44dfea5063f7f326,"/Users/sniper/Downloads/    SNIPED_OS/Eric Ries - The Lean Startup How Todays Entrepreneurs Use Continuous Innovation To Create Radically Successful Businesses (2017_2011, Crown Business) - libgen.li.pdf"
"Erik Brynjolfsson, Andrew McAfee, Jeff Cummings - The Second Machine Age_ Work, Progress, ",.mobi,DOCTRINE_EXTRACTION_SCHEDULED,002-D,business,no,Informs active strategy doctrine but not individually cited or ledgered; usable as labeled provisional input until ledgered.,strategy,f9f7f0b700ed087d320f6609a016ef2e,"/Users/sniper/Downloads/    SNIPED_OS/Erik Brynjolfsson, Andrew McAfee, Jeff Cummings - The Second Machine Age_ Work, Progress, and Prosperity in a Time of Brilliant Technologies (2014, Brilliance Audio on MP3-CD) - libgen.li.mobi"
Ethan M. Rasiel - The McKinsey Way_ Using the Techniques of the World's Top Strategic Cons,.pdf,DOCTRINE_EXTRACTION_SCHEDULED,002-D,business,no,"Indexed (mental-models) but not cited by any active doctrine; reference-only, delta-read only when a task depends on it.",mental-models,78301ef4ad28fee4f7eceb4e6f0559a5,"/Users/sniper/Downloads/    SNIPED_OS/Ethan M. Rasiel - The McKinsey Way_ Using the Techniques of the World's Top Strategic Consultants to Help You and Your Business (1999, McGraw-Hill) [10.1036_0071368833] - libgen.li.pdf"
Gap Selling_ Getting the Customer to Yes_ How Problem-Centric Selling Increases Sales by C,.pdf,DOCTRINE_EXTRACTION_SCHEDULED,002-D,business,no,"Not found in OS_BOOK_SOURCE_INDEX and uncited by active doctrine; long-tail reference-only, delta-read on demand.",,9e157c8a9ca1862b13ba81b23eb684c0,"/Users/sniper/Downloads/    SNIPED_OS/Gap Selling_ Getting the Customer to Yes_ How Problem-Centric Selling Increases Sales by Changing...Keenan(2018, A Sales Guy Publishing)113496882 libgen.li.pdf"
